Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Gintung Energy GTEC-220G6M68,Gintung Energy,Multi-c-Si,0,219.991,194.2,1.304,1.319,0.989,48,9.29,30.4,8.95,24.58,0.00611375,-0.104181,50,1.29272,9.47796,5.79334e-10,0.229251,1760.76,9.97961,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-220G6M69,Gintung Energy,Multi-c-Si,0,220.09,197.1,1.465,1.481,0.989,54,8.75,33.75,8.24,26.71,0.0018725,-0.111341,46.1,1.37527,8.754,1.91544e-10,0.369583,807.719,5.69713,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-220G6S68,Gintung Energy,Mono-c-Si,0,219.971,193.4,1.304,1.319,0.989,48,9.32,30.34,9.03,24.36,0.00679428,-0.104066,51.4,1.28255,9.60747,5.08176e-10,0.249262,472.136,8.54736,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-220G6S69,Gintung Energy,Mono-c-Si,0,220.028,197.5,1.465,1.481,0.989,54,8.61,33.86,8.25,26.67,0.00364203,-0.115022,45.8,1.40308,8.78854,2.88734e-10,0.381567,612.006,5.80948,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-225G6M,Gintung Energy,Multi-c-Si,0,225.055,201.1,1.611,1.629,0.989,60,8.21,36.75,7.71,29.19,0.00175694,-0.121238,46.1,1.50291,8.21672,1.95525e-10,0.412827,504.678,6.42616,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-225G6M69,Gintung Energy,Multi-c-Si,0,224.986,197.9,1.465,1.481,0.989,54,8.81,33.83,8.37,26.88,0.00579786,-0.115935,50,1.428,8.9018,4.5582e-10,0.338265,812.797,8.4161,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-225G6S,Gintung Energy,Mono-c-Si,0,225.079,201.6,1.611,1.629,0.989,60,8.33,36.65,7.74,29.08,0.00352359,-0.1245,45.8,1.53582,8.34624,3.53479e-10,0.403036,206.704,8.04013,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-225G6S69,Gintung Energy,Mono-c-Si,0,225.003,197.1,1.465,1.481,0.989,54,8.75,33.92,8.38,26.85,0.00637875,-0.116346,51.4,1.42416,8.93166,4.01852e-10,0.35395,546.292,7.12625,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-225G6M69,Gintung Energy,Multi-c-Si,0,224.986,197.9,1.465,1.481,0.989,54,8.81,33.83,8.37,26.88,0.00579786,-0.115935,50,1.428,8.9018,4.5582e-10,0.338265,812.797,8.4161,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-225G6S69,Gintung Energy,Mono-c-Si,0,225.003,197.1,1.465,1.481,0.989,54,8.75,33.92,8.38,26.85,0.00637875,-0.116346,51.4,1.42416,8.93166,4.01852e-10,0.35395,546.292,7.12625,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-230G6M,Gintung Energy,Multi-c-Si,0,230.005,205.7,1.611,1.629,0.989,60,8.32,36.87,7.85,29.3,0.00178048,-0.121634,46.1,1.50437,8.32217,1.88395e-10,0.406343,1558.49,5.97815,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-230G6M69,Gintung Energy,Multi-c-Si,0,230.025,202.5,1.465,1.481,0.989,54,8.92,33.93,8.51,27.03,0.00587025,-0.116278,50,1.43836,9.10914,5.12016e-10,0.322072,297.637,9.27197,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-230G6S,Gintung Energy,Mono-c-Si,0,230.017,206.2,1.611,1.629,0.989,60,8.46,36.75,7.88,29.19,0.00357858,-0.12484,45.8,1.5388,8.47398,3.53308e-10,0.393302,237.947,7.89287,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-230G6S69,Gintung Energy,Mono-c-Si,0,230.04,201.6,1.465,1.481,0.989,54,8.88,34.08,8.52,27,0.00647352,-0.116894,51.4,1.43014,9.06241,4.03669e-10,0.347123,801.065,7.03183,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-230G6M69,Gintung Energy,Multi-c-Si,0,230.025,202.5,1.465,1.481,0.989,54,8.92,33.93,8.51,27.03,0.00587025,-0.116278,50,1.43836,9.10914,5.12016e-10,0.322072,297.637,9.27197,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-230G6S69,Gintung Energy,Mono-c-Si,0,230.04,201.6,1.465,1.481,0.989,54,8.88,34.08,8.52,27,0.00647352,-0.116894,51.4,1.43014,9.06241,4.03669e-10,0.347123,801.065,7.03183,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-235G6M,Gintung Energy,Multi-c-Si,0,235.013,210.3,1.611,1.629,0.989,60,8.45,37.06,8.01,29.34,0.0018083,-0.122261,46.1,1.51293,8.54203,1.94664e-10,0.414777,470.219,6.06193,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-235G6M69,Gintung Energy,Multi-c-Si,0,235.008,207,1.465,1.481,0.989,54,9.02,34.06,8.64,27.2,0.00593606,-0.116724,50,1.44263,9.20721,5.09638e-10,0.310659,483.76,9.11945,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-235G6S,Gintung Energy,Mono-c-Si,0,235.038,210.8,1.611,1.629,0.989,60,8.58,36.88,8.03,29.27,0.00362934,-0.125281,45.8,1.53932,8.58939,3.33908e-10,0.392608,358.623,7.26369,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-235G6S69,Gintung Energy,Mono-c-Si,0,235.021,206.2,1.465,1.481,0.989,54,9,34.13,8.65,27.17,0.006561,-0.117066,51.4,1.43489,9.18339,4.28203e-10,0.325078,1197.73,7.42388,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-235G6M69,Gintung Energy,Multi-c-Si,0,235.008,207,1.465,1.481,0.989,54,9.02,34.06,8.64,27.2,0.00593606,-0.116724,50,1.44263,9.20721,5.09638e-10,0.310659,483.76,9.11945,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-235G6S69,Gintung Energy,Mono-c-Si,0,235.021,206.2,1.465,1.481,0.989,54,9,34.13,8.65,27.17,0.006561,-0.117066,51.4,1.43489,9.18339,4.28203e-10,0.325078,1197.73,7.42388,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-240G6M69,Gintung Energy,Multi-c-Si,0,240.035,211.6,1.465,1.481,0.989,54,9.14,34.19,8.77,27.37,0.00601503,-0.117169,50,1.44878,9.32808,5.22725e-10,0.298838,638.577,9.22177,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-240G6M6A,Gintung Energy,Multi-c-Si,0,240.067,214.9,1.611,1.629,0.989,60,8.55,37.18,8.16,29.42,0.0018297,-0.122657,46.1,1.5118,8.63575,1.80077e-10,0.413093,14404.5,5.27548,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-240G6S69,Gintung Energy,Mono-c-Si,0,239.957,210.7,1.465,1.481,0.989,54,9.14,34.19,8.78,27.33,0.00666306,-0.117272,51.4,1.44131,9.32707,4.63182e-10,0.305498,849.162,7.97771,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-240G6S6A,Gintung Energy,Mono-c-Si,0,240.035,215.4,1.611,1.629,0.989,60,8.68,37.01,8.17,29.38,0.00367164,-0.125723,45.8,1.54001,8.68365,3.15942e-10,0.388386,924.443,6.66659,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-240G6M69,Gintung Energy,Multi-c-Si,0,240.035,211.6,1.465,1.481,0.989,54,9.14,34.19,8.77,27.37,0.00601503,-0.117169,50,1.44878,9.32808,5.22725e-10,0.298838,638.577,9.22177,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-240G6M6A,Gintung Energy,Multi-c-Si,0,240.067,214.9,1.611,1.629,0.989,60,8.55,37.18,8.16,29.42,0.0018297,-0.122657,46.1,1.5118,8.63575,1.80077e-10,0.413093,14404.5,5.27548,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-240G6S69,Gintung Energy,Mono-c-Si,0,239.957,210.7,1.465,1.481,0.989,54,9.14,34.19,8.78,27.33,0.00666306,-0.117272,51.4,1.44131,9.32707,4.63182e-10,0.305498,849.162,7.97771,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-240G6S6A,Gintung Energy,Mono-c-Si,0,240.035,215.4,1.611,1.629,0.989,60,8.68,37.01,8.17,29.38,0.00367164,-0.125723,45.8,1.54001,8.68365,3.15942e-10,0.388386,924.443,6.66659,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-245G6M,Gintung Energy,Multi-c-Si,0,245.053,218.4,1.956,1.956,1,72,7.68,43.39,7.18,34.13,0.00164352,-0.143144,46.1,1.76894,7.69056,1.68799e-10,0.576272,419.118,5.75693,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-245G6M69,Gintung Energy,Multi-c-Si,0,245.032,216.2,1.465,1.481,0.989,54,9.26,34.36,8.92,27.47,0.00609401,-0.117752,50,1.45163,9.44653,4.9581e-10,0.301348,7127.6,8.62634,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-245G6M6A,Gintung Energy,Multi-c-Si,0,245.052,219.5,1.611,1.629,0.989,60,8.67,37.31,8.29,29.56,0.00185538,-0.123086,46.1,1.52456,8.85351,2.06068e-10,0.399931,382.607,6.25094,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-245G6S69,Gintung Energy,Mono-c-Si,0,245.039,215.3,1.465,1.481,0.989,54,9.28,34.29,8.93,27.44,0.00676512,-0.117615,51.4,1.44503,9.46825,4.67354e-10,0.297818,1635.96,7.91771,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-245G6S6A,Gintung Energy,Mono-c-Si,0,245.062,220,1.611,1.629,0.989,60,8.81,37.14,8.31,29.49,0.00372663,-0.126165,45.8,1.5438,8.8115,3.13465e-10,0.382991,2248.76,6.46375,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-245G6M69,Gintung Energy,Multi-c-Si,0,245.032,216.2,1.465,1.481,0.989,54,9.26,34.36,8.92,27.47,0.00609401,-0.117752,50,1.45163,9.44653,4.9581e-10,0.301348,7127.6,8.62634,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-245G6M6A,Gintung Energy,Multi-c-Si,0,245.052,219.5,1.611,1.629,0.989,60,8.67,37.31,8.29,29.56,0.00185538,-0.123086,46.1,1.52456,8.85351,2.06068e-10,0.399931,382.607,6.25094,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-245G6S69,Gintung Energy,Mono-c-Si,0,245.039,215.3,1.465,1.481,0.989,54,9.28,34.29,8.93,27.44,0.00676512,-0.117615,51.4,1.44503,9.46825,4.67354e-10,0.297818,1635.96,7.91771,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-245G6S6A,Gintung Energy,Mono-c-Si,0,245.062,220,1.611,1.629,0.989,60,8.81,37.14,8.31,29.49,0.00372663,-0.126165,45.8,1.5438,8.8115,3.13465e-10,0.382991,2248.76,6.46375,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-250G6M,Gintung Energy,Multi-c-Si,0,250.047,223,1.956,1.956,1,72,7.78,43.53,7.29,34.3,0.00166492,-0.143605,46.1,1.77422,7.78837,1.70404e-10,0.560759,521.099,5.71948,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-250G6M6A,Gintung Energy,Multi-c-Si,0,249.609,220,1.611,1.629,0.989,60,8.78,37.43,8.41,29.68,0.00577812,-0.128273,50,1.57878,8.96198,4.49892e-10,0.380567,619.152,8.25674,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-250G6M6B,Gintung Energy,Multi-c-Si,0,249.998,219.3,1.773,1.793,0.989,66,8.25,40.95,7.81,32.01,0.00542932,-0.140336,50,1.71541,8.33874,3.55276e-10,0.517616,690.736,6.82306,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-250G6S6A,Gintung Energy,Mono-c-Si,0,250.035,219.1,1.611,1.629,0.989,60,8.91,37.27,8.45,29.59,0.00649539,-0.127836,51.4,1.5684,9.00487,4.27777e-10,0.3731,581.927,7.59122,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-250G6S6B,Gintung Energy,Mono-c-Si,0,250.023,218.4,1.773,1.793,0.989,66,8.37,40.36,7.85,31.85,0.00610173,-0.138435,51.4,1.69457,8.37629,3.76641e-10,0.463407,616.916,7.10714,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-250G6M6A,Gintung Energy,Multi-c-Si,0,249.609,220,1.611,1.629,0.989,60,8.78,37.43,8.41,29.68,0.00577812,-0.128273,50,1.57878,8.96198,4.49892e-10,0.380567,619.152,8.25674,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-250G6S6A,Gintung Energy,Mono-c-Si,0,250.035,219.1,1.611,1.629,0.989,60,8.91,37.27,8.45,29.59,0.00649539,-0.127836,51.4,1.5684,9.00487,4.27777e-10,0.3731,581.927,7.59122,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-255G6M,Gintung Energy,Multi-c-Si,0,255.004,227.5,1.956,1.956,1,72,7.89,43.69,7.4,34.46,0.00168846,-0.144133,46.1,1.78083,7.89755,1.73199e-10,0.549467,574.427,5.73514,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-255G6M6A,Gintung Energy,Multi-c-Si,0,255.004,224.6,1.611,1.629,0.989,60,8.9,37.6,8.54,29.86,0.00585709,-0.128855,50,1.58578,9.08267,4.55757e-10,0.370837,889.929,8.24587,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-255G6M6B,Gintung Energy,Multi-c-Si,0,255.029,223.9,1.773,1.793,0.989,66,8.37,41.06,7.93,32.16,0.0055083,-0.140713,50,1.72127,8.45923,3.67021e-10,0.50187,767.264,6.97762,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-255G6S,Gintung Energy,Mono-c-Si,0,255.025,228,1.956,1.956,1,72,7.98,43.85,7.42,34.37,0.00337554,-0.148958,45.8,1.82354,7.99569,2.82661e-10,0.571179,290.458,6.47114,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-255G6S6A,Gintung Energy,Mono-c-Si,0,254.998,223.6,1.611,1.629,0.989,60,9.02,37.35,8.58,29.72,0.00657558,-0.128111,51.4,1.57117,9.11301,4.30596e-10,0.360126,1165.84,7.53248,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-255G6S6B,Gintung Energy,Mono-c-Si,0,255.036,222.9,1.773,1.793,0.989,66,8.46,40.62,7.95,32.08,0.00616734,-0.139327,51.4,1.70438,8.46432,3.75706e-10,0.457641,897.249,6.98678,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-255G6M6A,Gintung Energy,Multi-c-Si,0,255.004,224.6,1.611,1.629,0.989,60,8.9,37.6,8.54,29.86,0.00585709,-0.128855,50,1.58578,9.08267,4.55757e-10,0.370837,889.929,8.24587,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-255G6S6A,Gintung Energy,Mono-c-Si,0,254.998,223.6,1.611,1.629,0.989,60,9.02,37.35,8.58,29.72,0.00657558,-0.128111,51.4,1.57117,9.11301,4.30596e-10,0.360126,1165.84,7.53248,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-260G6M,Gintung Energy,Multi-c-Si,0,260.011,232.1,1.956,1.956,1,72,8.01,43.84,7.53,34.53,0.00171414,-0.144628,46.1,1.78327,8.01517,1.67643e-10,0.550494,853.274,5.32205,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-260G6M6A,Gintung Energy,Multi-c-Si,0,259.973,229.1,1.611,1.629,0.989,60,9.02,37.78,8.66,30.02,0.00593606,-0.129472,50,1.5934,9.20458,4.62364e-10,0.365315,1026.43,8.25293,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-260G6M6B,Gintung Energy,Multi-c-Si,0,260.014,228.4,1.773,1.793,0.989,66,8.48,41.21,8.04,32.34,0.00558069,-0.141227,50,1.72884,8.56971,3.78705e-10,0.487849,850.919,7.1344,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-260G6S,Gintung Energy,Mono-c-Si,0,260.055,232.6,1.956,1.956,1,72,8.09,43.98,7.54,34.49,0.00342207,-0.1494,45.8,1.82709,8.1033,2.804e-10,0.562024,341.927,6.27708,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-260G6S6A,Gintung Energy,Mono-c-Si,0,260.043,228.1,1.611,1.629,0.989,60,9.13,37.42,8.7,29.89,0.00665577,-0.128351,51.4,1.57608,9.22264,4.49662e-10,0.340879,2339.77,7.80026,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-260G6S6B,Gintung Energy,Mono-c-Si,0,260.016,227.4,1.773,1.793,0.989,66,8.58,40.73,8.06,32.26,0.00625482,-0.139704,51.4,1.71224,8.58491,3.98317e-10,0.438739,766.825,7.37425,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-260G6M6A,Gintung Energy,Multi-c-Si,0,259.973,229.1,1.611,1.629,0.989,60,9.02,37.78,8.66,30.02,0.00593606,-0.129472,50,1.5934,9.20458,4.62364e-10,0.365315,1026.43,8.25293,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-260G6M6B,Gintung Energy,Multi-c-Si,0,260.014,228.4,1.773,1.793,0.989,66,8.48,41.21,8.04,32.34,0.00558069,-0.141227,50,1.72884,8.56971,3.78705e-10,0.487849,850.919,7.1344,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-260G6S6A,Gintung Energy,Mono-c-Si,0,260.043,228.1,1.611,1.629,0.989,60,9.13,37.42,8.7,29.89,0.00665577,-0.128351,51.4,1.57608,9.22264,4.49662e-10,0.340879,2339.77,7.80026,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-260G6S6B,Gintung Energy,Mono-c-Si,0,260.016,227.4,1.773,1.793,0.989,66,8.58,40.73,8.06,32.26,0.00625482,-0.139704,51.4,1.71224,8.58491,3.98317e-10,0.438739,766.825,7.37425,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-265G6M,Gintung Energy,Multi-c-Si,0,265.072,236.7,1.956,1.956,1,72,8.1,43.99,7.65,34.65,0.0017334,-0.145123,46.1,1.78496,8.10027,1.60416e-10,0.545506,16663.8,4.83864,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-265G6M6A,Gintung Energy,Multi-c-Si,0,264.98,233.7,1.611,1.629,0.989,60,9.15,37.91,8.78,30.18,0.00602162,-0.129918,50,1.60114,9.33795,4.84575e-10,0.353695,818.389,8.54169,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-265G6M6B,Gintung Energy,Multi-c-Si,0,265.037,232.9,1.773,1.793,0.989,66,8.59,41.35,8.12,32.64,0.00565308,-0.141706,50,1.74364,8.6845,4.31558e-10,0.455543,459.521,8.17263,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-265G6S,Gintung Energy,Mono-c-Si,0,265.075,237.2,1.956,1.956,1,72,8.21,44.12,7.67,34.56,0.00347283,-0.149876,45.8,1.82924,8.22084,2.71954e-10,0.561543,425.358,5.88121,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-265G6S6A,Gintung Energy,Mono-c-Si,0,265.041,232.7,1.611,1.629,0.989,60,9.24,37.49,8.82,30.05,0.00673596,-0.128591,51.4,1.58873,9.43544,5.25899e-10,0.320118,310.431,9.0212,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-265G6S6B,Gintung Energy,Mono-c-Si,0,265.038,231.9,1.773,1.793,0.989,66,8.69,40.88,8.15,32.52,0.00633501,-0.140218,51.4,1.72455,8.6968,4.37198e-10,0.414221,529.5,8.08329,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-265G6M6A,Gintung Energy,Multi-c-Si,0,264.98,233.7,1.611,1.629,0.989,60,9.15,37.91,8.78,30.18,0.00602162,-0.129918,50,1.60114,9.33795,4.84575e-10,0.353695,818.389,8.54169,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-265G6M6B,Gintung Energy,Multi-c-Si,0,265.037,232.9,1.773,1.793,0.989,66,8.59,41.35,8.12,32.64,0.00565308,-0.141706,50,1.74364,8.6845,4.31558e-10,0.455543,459.521,8.17263,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-265G6S6A,Gintung Energy,Mono-c-Si,0,265.041,232.7,1.611,1.629,0.989,60,9.24,37.49,8.82,30.05,0.00673596,-0.128591,51.4,1.58873,9.43544,5.25899e-10,0.320118,310.431,9.0212,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-265G6S6B,Gintung Energy,Mono-c-Si,0,265.038,231.9,1.773,1.793,0.989,66,8.69,40.88,8.15,32.52,0.00633501,-0.140218,51.4,1.72455,8.6968,4.37198e-10,0.414221,529.5,8.08329,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-270G6M,Gintung Energy,Multi-c-Si,0,270.243,241.3,1.956,1.956,1,72,8.19,44.15,7.75,34.87,0.00175266,-0.145651,46.1,1.80165,8.28098,1.86497e-10,0.52259,476.294,5.96908,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-270G6M6A,Gintung Energy,Multi-c-Si,0,270.026,238.3,1.611,1.629,0.989,60,9.28,38.03,8.9,30.34,0.00610717,-0.130329,50,1.6087,9.4713,5.0938e-10,0.341239,677.285,8.85956,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-270G6M6B,Gintung Energy,Multi-c-Si,0,270.022,237.5,1.773,1.793,0.989,66,8.71,41.44,8.25,32.73,0.00573205,-0.142015,50,1.74605,8.80364,4.30409e-10,0.447448,602.267,8.02142,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-270G6S,Gintung Energy,Mono-c-Si,0,270.036,241.8,1.956,1.956,1,72,8.34,44.27,7.8,34.62,0.00352782,-0.150385,45.8,1.83255,8.3497,2.66308e-10,0.563336,484.11,5.56431,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-270G6S6A,Gintung Energy,Mono-c-Si,0,269.988,237.2,1.611,1.629,0.989,60,9.34,37.59,8.94,30.2,0.00680886,-0.128934,51.4,1.59261,9.53486,5.30369e-10,0.308397,412.481,8.99253,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-270G6S6B,Gintung Energy,Mono-c-Si,0,269.999,236.4,1.773,1.793,0.989,66,8.81,40.97,8.3,32.53,0.00642249,-0.140527,51.4,1.72202,8.81218,4.08516e-10,0.418312,1687.44,7.35551,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-270G6M6A,Gintung Energy,Multi-c-Si,0,270.026,238.3,1.611,1.629,0.989,60,9.28,38.03,8.9,30.34,0.00610717,-0.130329,50,1.6087,9.4713,5.0938e-10,0.341239,677.285,8.85956,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-270G6M6B,Gintung Energy,Multi-c-Si,0,270.022,237.5,1.773,1.793,0.989,66,8.71,41.44,8.25,32.73,0.00573205,-0.142015,50,1.74605,8.80364,4.30409e-10,0.447448,602.267,8.02142,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-270G6S6A,Gintung Energy,Mono-c-Si,0,269.988,237.2,1.611,1.629,0.989,60,9.34,37.59,8.94,30.2,0.00680886,-0.128934,51.4,1.59261,9.53486,5.30369e-10,0.308397,412.481,8.99253,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-270G6S6B,Gintung Energy,Mono-c-Si,0,269.999,236.4,1.773,1.793,0.989,66,8.81,40.97,8.3,32.53,0.00642249,-0.140527,51.4,1.72202,8.81218,4.08516e-10,0.418312,1687.44,7.35551,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-275G6M,Gintung Energy,Multi-c-Si,0,275.135,245.9,1.956,1.956,1,72,8.31,44.31,7.87,34.96,0.00177834,-0.146179,46.1,1.80629,8.40141,1.84647e-10,0.522324,527.817,5.75739,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-275G6M6B,Gintung Energy,Multi-c-Si,0,275.032,242,1.773,1.793,0.989,66,8.83,41.53,8.38,32.82,0.00581102,-0.142323,50,1.74851,8.9228,4.29502e-10,0.439581,870.928,7.87712,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-275G6S,Gintung Energy,Mono-c-Si,0,275.045,246.4,1.956,1.956,1,72,8.4,44.36,7.89,34.86,0.0035532,-0.150691,45.8,1.83714,8.40507,2.72495e-10,0.534429,885.695,5.68545,-0.4684,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-275G6S6B,Gintung Energy,Mono-c-Si,0,274.997,241,1.773,1.793,0.989,66,8.93,41.06,8.42,32.66,0.00650997,-0.140836,51.4,1.72681,8.93152,4.20222e-10,0.405339,2388.63,7.48161,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-275G6M6B,Gintung Energy,Multi-c-Si,0,275.032,242,1.773,1.793,0.989,66,8.83,41.53,8.38,32.82,0.00581102,-0.142323,50,1.74851,8.9228,4.29502e-10,0.439581,870.928,7.87712,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy GTEC-275G6S6B,Gintung Energy,Mono-c-Si,0,274.997,241,1.773,1.793,0.989,66,8.93,41.06,8.42,32.66,0.00650997,-0.140836,51.4,1.72681,8.93152,4.20222e-10,0.405339,2388.63,7.48161,-0.4502,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-280G6M,Gintung Energy,Multi-c-Si,0,280.049,250.5,1.956,1.956,1,72,8.42,44.39,7.99,35.05,0.00180188,-0.146443,46.1,1.80838,8.51047,1.84566e-10,0.512303,694.985,5.63483,-0.4702,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-280G6M6B,Gintung Energy,Multi-c-Si,0,280,246.6,1.773,1.793,0.989,66,8.93,41.64,8.49,32.98,0.00587683,-0.1427,50,1.75367,9.02206,4.38316e-10,0.425526,1389.09,7.95103,-0.4607,N,SAM 2021.12.02,5/28/2022
Gintung Energy ASEC-280G6S,Gintung Energy,Mono-c-Si,0,280.03,251,1.956,1.956,1,72,8.52,44.55,8.01,34.96,0.00360396,-0.151336,45.8,1.84257,8.52399,2.68042e-10,0.536394,1145.23,5.42104,-0.4684,N,SAM 2021.12.02,5/28/2022
